,Lng,Lat,Cid,tradeTime,followers,totalPrice,square,livingRoom,drawingRoom,kitchen,bathRoom,floor,buildingType,constructionTime,renovationCondition,buildingStructure,ladderRatio,elevator,fiveYearsProperty,subway,district,communityAverage
26893,116.310452,40.106497999999995,1111050770108,20160908,15,438.0,89.96,2.0,2,1,1.0,11,4.0,2011.0,4,6,0.33299999999999996,1.0,0.0,1.0,6,50908.0
299230,116.38339199999999,39.890378000000005,1111027382705,20130119,0,578.0,96.59,2.0,2,1,1.0,18,4.0,2009.0,1,6,0.5,1.0,0.0,1.0,10,119332.0
243737,116.369475,40.069842,1111027374195,20120618,0,255.0,98.51,2.0,1,1,1.0,4,4.0,2001.0,1,2,0.5,0.0,1.0,0.0,8,67509.0
238632,116.27554099999999,39.872886,1111027374365,20160308,2,260.3,89.43,2.0,1,1,1.0,29,1.0,,1,6,0.273,1.0,0.0,1.0,2,44435.0
252054,116.304497,39.895431,1111027380293,20140517,2,220.0,60.6,2.0,1,1,1.0,6,4.0,1995.0,3,2,0.33299999999999996,0.0,1.0,0.0,8,65996.0
25429,116.3434,40.083321999999995,1111027378110,20160921,12,555.0,146.71,3.0,1,1,2.0,6,4.0,2003.0,4,4,0.5,0.0,0.0,0.0,6,41560.0
44287,116.437302,39.973656,1111027375186,20161211,28,560.0,88.58,2.0,1,1,1.0,18,1.0,1998.0,1,6,0.25,1.0,1.0,1.0,7,69160.0
93319,116.341467,40.087007,1111027378162,20111028,0,159.0,84.89,2.0,1,1,1.0,7,4.0,2002.0,1,2,0.5,0.0,1.0,0.0,6,50903.0
239624,116.42929299999999,39.872461,1111027374678,20160611,23,190.0,37.65,1.0,0,1,1.0,23,1.0,2005.0,4,6,0.25,1.0,1.0,1.0,2,61390.0
188947,116.483671,39.895896,1111027374188,20160229,0,308.0,62.69,1.0,1,1,1.0,22,1.0,2003.0,1,6,0.33299999999999996,1.0,1.0,1.0,7,75539.0
41074,116.297776,39.84663,1111027376967,20161104,33,540.0,114.22,3.0,1,1,1.0,24,1.0,2008.0,4,6,0.25,1.0,1.0,1.0,2,48883.0
96222,116.35428700000001,40.079237,1111027378213,20120819,0,188.5,99.31,2.0,1,1,1.0,6,4.0,2005.0,1,2,0.5,0.0,0.0,0.0,6,39995.0
26610,116.384103,39.972885,1111027378248,20160829,34,575.0,56.6,1.0,1,1,1.0,13,3.0,1993.0,3,2,0.111,1.0,1.0,0.0,10,129541.0
283896,116.661657,40.18394,1111027378373,20160604,5,238.0,104.32,2.0,2,1,1.0,6,4.0,2003.0,3,2,0.5,0.0,1.0,0.0,13,29442.0
208357,116.34610900000001,39.756539000000004,1111027375859,20120514,0,111.0,72.97,2.0,1,1,1.0,6,4.0,1996.0,1,2,0.5,0.0,1.0,1.0,4,39243.0
47103,116.395214,39.88381,1111027382612,20161104,1,1520.0,138.71,3.0,1,1,2.0,6,4.0,2008.0,4,6,0.5,1.0,0.0,0.0,10,123087.0
16249,116.446047,39.964131,1111027377814,20160723,18,275.0,43.48,1.0,1,1,1.0,18,1.0,1987.0,4,6,0.28600000000000003,1.0,1.0,1.0,7,69318.0
114196,116.382471,40.08696,1111027380069,20151230,19,266.0,103.22,4.0,2,1,1.0,6,4.0,2000.0,1,4,0.5,0.0,1.0,1.0,6,53652.0
46789,116.445996,40.069568,1111027380049,20170719,908,365.0,110.18,2.0,1,1,2.0,7,4.0,2001.0,3,2,0.5,0.0,1.0,0.0,6,38156.0
170319,116.59246999999999,39.926531,1111027375969,20150617,3,208.0,65.9,1.0,1,1,1.0,11,4.0,2002.0,4,6,0.25,1.0,1.0,1.0,7,61359.0
143304,116.428389,39.996990000000004,1111027375593,20130911,10,227.0,53.6,1.0,1,1,1.0,7,4.0,1997.0,1,6,0.33299999999999996,0.0,1.0,1.0,7,64901.0
11533,116.335627,39.889618,1111027378200,20160718,20,760.0,102.18,2.0,2,1,1.0,23,1.0,2003.0,4,6,0.25,1.0,1.0,1.0,10,80885.0
112399,116.311776,40.084907,1111027375926,20151220,16,260.0,92.48,2.0,2,1,1.0,10,3.0,2005.0,4,6,0.33299999999999996,1.0,1.0,0.0,6,44513.0
142335,116.56296499999999,39.966574,1111043479283,20130630,0,198.0,74.03,2.0,1,1,1.0,20,4.0,2011.0,1,6,0.33299999999999996,1.0,0.0,0.0,7,43538.0
45572,116.372248,40.01614,1111027381159,20161129,83,645.0,99.02,3.0,2,1,2.0,5,4.0,2000.0,4,6,0.5,0.0,1.0,0.0,7,67624.0
40944,116.63734,39.88191,1111027376834,20170210,126,302.0,89.37,2.0,1,1,1.0,22,3.0,,3,6,0.33299999999999996,1.0,1.0,0.0,11,30000.0
77229,116.437968,39.959943,1111027382526,20170602,25,312.0,41.61,1.0,1,1,1.0,6,4.0,1990.0,3,2,0.33299999999999996,0.0,1.0,0.0,7,68983.0
79571,116.330198,40.074228000000005,1111027381003,20170709,35,500.0,90.49,2.0,1,1,1.0,20,3.0,2007.0,3,6,0.33299999999999996,1.0,1.0,1.0,6,50205.0
310397,116.373085,39.921965,1111027374250,20150729,0,610.0,47.0,1.0,1,1,1.0,12,3.0,1999.0,4,6,0.061,1.0,0.0,1.0,10,165490.0
102954,116.35699,40.093976,1111027380088,20140316,0,349.0,124.68,3.0,2,1,2.0,6,4.0,2005.0,1,2,0.5,0.0,1.0,1.0,6,46280.0
179778,116.521988,39.927428000000006,1111027378890,20151222,7,240.0,55.8,1.0,1,1,1.0,20,1.0,2006.0,4,6,0.16699999999999998,1.0,0.0,1.0,7,73994.0
65651,116.395202,39.961718,1111027378023,20170315,49,790.0,63.7,2.0,1,1,1.0,3,4.0,1958.0,1,2,0.33299999999999996,0.0,1.0,1.0,10,133455.0
238329,116.41429699999999,39.824593,1111027377207,20160417,83,247.0,73.54,2.0,2,1,1.0,6,4.0,2006.0,3,6,0.5,0.0,1.0,0.0,2,47814.0
157792,116.488534,39.875468,1111027379442,20141021,0,239.0,70.28,3.0,1,1,1.0,18,1.0,1995.0,4,6,0.28600000000000003,1.0,1.0,1.0,7,56126.0
95966,116.328951,40.092076,1111027374439,20120724,0,208.0,116.71,3.0,2,1,1.0,6,4.0,,1,2,0.25,0.0,0.0,1.0,6,39435.0
12028,116.320453,40.039032,1111046342806,20160826,62,800.0,95.67,2.0,2,1,1.0,6,4.0,1996.0,4,2,0.5,0.0,1.0,1.0,8,107251.0
128673,116.437968,39.959943,1111027382526,20121121,0,278.5,83.0,3.0,1,1,1.0,22,1.0,1985.0,1,6,0.28600000000000003,1.0,1.0,1.0,7,68983.0
137386,116.49286699999999,39.966876,1111027377595,20130505,0,180.0,44.66,1.0,0,1,1.0,27,1.0,2006.0,1,6,0.3,1.0,0.0,1.0,7,75559.0
157063,116.58468,39.935758,1111027378712,20150322,6,136.0,37.95,1.0,1,1,1.0,12,4.0,2007.0,1,6,0.25,1.0,1.0,1.0,7,59730.0
272633,116.16711200000002,39.936388,1111027378400,20140615,2,119.0,42.93,1.0,1,1,1.0,6,4.0,1986.0,3,6,0.5,0.0,1.0,0.0,9,44074.0
285768,116.68588600000001,39.894296000000004,1111027377707,20121105,0,182.0,103.7,2.0,2,1,1.0,10,3.0,2006.0,1,6,0.25,1.0,1.0,0.0,11,44501.0
288628,116.62964099999999,39.911449,1111027377284,20131201,9,170.0,61.47,1.0,1,1,1.0,28,1.0,2004.0,1,6,0.25,1.0,1.0,1.0,11,41048.0
295491,116.37040900000001,39.945451,1111027381457,20111227,0,160.0,56.0,2.0,1,1,1.0,16,1.0,1983.0,1,2,0.28600000000000003,1.0,1.0,1.0,10,108547.0
146697,116.500498,39.924437,1111027376634,20140517,6,310.0,103.49,2.0,2,1,1.0,28,1.0,2000.0,1,6,0.14300000000000002,1.0,1.0,0.0,7,51085.0
79247,116.329972,40.174040999999995,1111027379664,20170803,0,124.0,22.52,1.0,1,1,1.0,6,4.0,2005.0,3,6,0.16699999999999998,0.0,0.0,0.0,6,33905.0
180464,116.427825,40.046803999999995,1111027380107,20151226,4,318.0,88.9,2.0,1,1,1.0,20,1.0,,3,6,0.25,1.0,1.0,1.0,7,57797.0
244859,116.340299,39.929294,1111027374135,20121105,0,213.4,56.27,2.0,1,1,1.0,5,4.0,1966.0,1,2,0.33299999999999996,0.0,1.0,1.0,8,81452.0
152190,116.527974,39.895003,1111027374788,20140814,3,221.0,90.33,2.0,2,1,1.0,6,4.0,2006.0,4,2,0.5,0.0,1.0,0.0,7,44062.0
99638,116.42673400000001,40.066064000000004,1111027380044,20130316,0,210.0,96.96,2.0,1,1,1.0,6,4.0,,1,2,0.5,0.0,0.0,0.0,6,39114.0
136812,116.505445,39.939085,1111027379229,20130225,0,208.5,77.45,2.0,1,1,1.0,15,3.0,1999.0,1,6,0.5,0.0,0.0,0.0,7,58963.0
90083,116.390657,39.991903,1111027375426,20171114,20,564.0,66.44,2.0,1,1,1.0,16,1.0,1988.0,3,6,0.25,1.0,0.0,1.0,7,72160.0
121722,116.58965800000001,39.925265,1111027375026,20111204,0,138.0,81.15,2.0,1,1,1.0,11,4.0,2004.0,1,6,0.33299999999999996,1.0,0.0,0.0,7,53017.0
228247,116.37785,39.842419,1111027374041,20151011,12,140.0,54.3,1.0,1,1,1.0,21,1.0,2009.0,3,6,0.154,1.0,0.0,1.0,2,38915.0
308906,116.34828200000001,39.892777,1111027378040,20150419,2,650.0,109.93,2.0,2,1,2.0,16,4.0,2004.0,4,6,0.33299999999999996,1.0,1.0,1.0,10,97655.0
147885,116.46919,39.992542,1111027375065,20140318,6,284.0,69.59,2.0,1,1,1.0,24,1.0,1998.0,1,6,0.25,1.0,1.0,1.0,7,64025.0
76237,116.298911,39.923648,1111027380454,20170522,17,835.0,79.7,3.0,1,1,1.0,16,1.0,1984.0,3,6,0.33299999999999996,1.0,0.0,1.0,8,99216.0
32761,116.45518799999999,39.979036,1111027380929,20160920,21,350.0,49.45,1.0,1,1,1.0,21,3.0,2002.0,4,6,0.25,1.0,1.0,1.0,7,77424.0
234047,116.257104,39.873962,1111027380345,20150707,1,396.0,96.41,2.0,1,1,1.0,14,4.0,2010.0,1,6,0.667,1.0,0.0,1.0,2,70205.0
126669,116.493655,39.905367,1111027375357,20120528,0,120.0,45.43,1.0,0,1,1.0,20,3.0,,1,6,0.25,1.0,1.0,1.0,7,65499.0
152685,116.518451,39.924009999999996,1111027376679,20140622,2,358.0,105.01,2.0,1,1,1.0,23,3.0,2003.0,4,6,0.28600000000000003,1.0,1.0,0.0,7,60013.0
260343,116.272671,39.925011,1111027377124,20150721,8,257.0,60.9,2.0,1,1,1.0,6,4.0,1994.0,2,2,0.5,0.0,1.0,0.0,8,69369.0
279427,116.56021499999999,40.093,1111027377441,20130617,0,220.0,99.03,3.0,1,1,1.0,11,3.0,2007.0,1,6,0.33299999999999996,1.0,0.0,1.0,13,47930.0
234519,116.36724,39.815525,1111027376436,20151021,6,381.0,119.17,3.0,2,1,1.0,6,4.0,2005.0,1,2,0.5,0.0,1.0,0.0,2,54824.0
207462,116.354548,39.733154,1111027374824,20120408,0,104.5,83.12,3.0,1,1,1.0,6,4.0,1994.0,1,2,0.5,0.0,1.0,0.0,4,33298.0
84503,116.56128899999999,39.830621,1111046548085,20171207,7,398.0,89.23,3.0,1,1,1.0,18,4.0,2014.0,2,6,0.5,1.0,0.0,0.0,11,44200.0
133735,116.51291599999999,39.864253999999995,1111027376354,20121209,0,228.0,101.11,2.0,2,1,1.0,6,4.0,2004.0,1,6,0.5,0.0,1.0,0.0,7,46072.0
283798,116.67359499999999,40.124882,1111027381897,20160501,6,335.0,108.05,3.0,2,1,1.0,6,4.0,1998.0,3,2,0.5,0.0,1.0,0.0,13,38574.0
143546,116.47428300000001,39.930035,1111027379197,20131124,25,226.0,49.29,2.0,1,1,1.0,6,4.0,1981.0,1,6,0.25,0.0,0.0,1.0,7,67222.0
33825,116.14756899999999,39.903963,1111052133592,20160908,4,395.0,90.0,3.0,1,1,1.0,21,4.0,,3,6,0.5,1.0,0.0,0.0,12,44889.0
217710,116.329598,39.682354,1111047837492,20160318,3,221.0,77.74,2.0,1,1,1.0,27,4.0,,1,6,0.5,1.0,0.0,0.0,4,44061.0
282080,116.67359499999999,40.124882,1111027381897,20150813,1,228.8,85.0,2.0,1,1,1.0,6,4.0,1998.0,3,2,0.5,0.0,0.0,0.0,13,38574.0
61543,116.43876200000001,39.854215,1111027382728,20170315,86,285.0,47.3,1.0,0,1,1.0,18,3.0,2003.0,3,6,0.182,1.0,0.0,1.0,2,50347.0
109714,116.41236299999998,40.049902,1111027377014,20150713,4,270.0,115.96,3.0,1,1,1.0,6,4.0,2000.0,3,2,0.5,0.0,1.0,0.0,6,47733.0
226413,116.387828,39.852874,1111027377276,20131020,23,265.0,68.48,2.0,1,1,1.0,6,4.0,1993.0,1,2,0.33299999999999996,0.0,1.0,1.0,2,53301.0
162882,116.445128,39.992108,1111027379383,20150719,21,430.0,93.97,2.0,1,1,1.0,24,1.0,2003.0,4,6,0.2,1.0,1.0,1.0,7,67929.0
229985,116.426976,39.860988,1111027379997,20150213,5,173.0,61.9,1.0,2,1,1.0,7,4.0,1999.0,3,2,0.5,0.0,1.0,1.0,2,52814.0
174403,116.59488600000002,39.910677,1111027376678,20150826,2,340.0,142.18,3.0,2,1,2.0,16,4.0,2007.0,3,6,0.5,1.0,1.0,0.0,7,45177.0
37517,116.386555,40.0865,1111027382546,20160925,12,411.0,86.93,2.0,1,1,1.0,6,4.0,2009.0,4,6,0.33299999999999996,0.0,1.0,0.0,6,47574.0
294414,116.68595900000001,39.937078,1111027382508,20160531,5,492.5,138.74,3.0,2,1,2.0,8,3.0,2004.0,4,6,0.5,1.0,1.0,0.0,11,46112.0
13370,116.415714,39.993021,1111027375672,20160714,23,255.0,43.76,1.0,1,1,1.0,25,1.0,1990.0,3,6,0.25,1.0,1.0,1.0,7,68049.0
228175,116.2939,39.845012,1111027376966,20140927,0,160.0,53.95,2.0,1,1,1.0,6,4.0,1988.0,3,2,0.5,0.0,1.0,1.0,2,50273.0
266816,116.325617,40.049465999999995,1111027376795,20160423,41,308.0,42.6,1.0,1,1,1.0,6,4.0,2001.0,3,6,0.33299999999999996,0.0,1.0,0.0,8,70486.0
33922,116.413068,39.819779,1111027375440,20161003,277,213.8,41.29,1.0,1,1,1.0,6,4.0,1995.0,4,2,0.5,0.0,0.0,0.0,2,47571.0
76404,116.47396599999999,39.93234,1111027379875,20170602,17,371.0,52.05,2.0,1,1,1.0,10,3.0,1981.0,3,6,0.25,1.0,1.0,1.0,7,60949.0
120928,116.505445,39.939085,1111027379229,20111203,0,206.0,109.26,2.0,1,1,1.0,21,1.0,2000.0,1,6,0.25,1.0,1.0,0.0,7,58963.0
118890,116.315445,40.074203000000004,1111047349969,20160521,7,322.0,87.92,2.0,1,1,1.0,25,4.0,2013.0,2,6,0.667,1.0,0.0,0.0,6,45536.0
317918,116.488874,39.788231,1111045001333,20150611,0,370.0,144.07,3.0,2,2,2.0,18,4.0,2013.0,2,6,1.0,1.0,0.0,0.0,3,54435.0
227701,116.37298700000001,39.87308,1111027377698,20131226,9,180.0,43.74,1.0,1,1,1.0,6,4.0,1990.0,1,2,0.5,0.0,1.0,0.0,2,60007.0
233963,116.293654,39.792320000000004,1111027378243,20151024,8,111.0,57.64,1.0,1,1,1.0,6,4.0,1994.0,3,4,0.33299999999999996,0.0,1.0,0.0,4,34068.0
114857,116.367231,40.088456,1111027375383,20160123,36,273.0,93.57,2.0,2,1,1.0,6,4.0,2005.0,3,2,0.5,0.0,1.0,1.0,6,44755.0
281052,116.661657,40.18394,1111027378373,20141126,2,153.9,84.91,2.0,1,1,1.0,5,4.0,2002.0,4,2,0.5,0.0,1.0,0.0,13,29442.0
371,116.43414399999999,39.892210999999996,1111027374239,20161228,276,672.0,80.4,3.0,1,1,1.0,6,4.0,1993.0,4,2,0.25,0.0,1.0,1.0,1,85681.0
70458,116.528646,39.916707,1111027375987,20170805,38,372.5,61.54,1.0,0,1,1.0,16,4.0,2004.0,4,6,0.33299999999999996,1.0,1.0,1.0,7,55113.0
101949,116.34386200000002,40.074863,1111027377721,20130925,3,310.0,117.85,3.0,2,1,2.0,6,4.0,,1,2,0.5,0.0,1.0,1.0,6,43544.0
181004,116.519101,39.906194,1111027376301,20151206,68,187.0,62.2,1.0,1,1,1.0,24,3.0,2006.0,4,6,0.4,1.0,1.0,0.0,7,54837.0
106224,116.375666,40.085378999999996,1111027375139,20141217,2,249.8,117.98,3.0,1,1,1.0,6,4.0,1999.0,3,2,0.5,0.0,1.0,1.0,6,42111.0
181188,116.51218200000001,39.928407,1111027379400,20151220,6,195.0,60.71,2.0,1,1,1.0,6,4.0,1983.0,2,2,0.33299999999999996,0.0,1.0,1.0,7,59271.0
270629,116.236519,39.898977,1111027376305,20121223,1,106.0,41.49,1.0,1,1,1.0,6,4.0,1991.0,1,2,0.062,0.0,1.0,0.0,9,48277.0
179535,116.523444,39.92445,1111027376687,20160108,16,358.0,95.22,2.0,2,1,1.0,31,1.0,2002.0,1,6,0.375,1.0,1.0,1.0,7,58126.0
277703,116.56016799999999,40.110054,1111027380329,20120503,0,179.0,126.61,3.0,2,1,2.0,3,4.0,1996.0,1,2,0.5,0.0,1.0,0.0,13,44446.0
278781,116.648422,40.137571,1111027381324,20130112,1,102.0,58.77,1.0,1,1,1.0,5,4.0,1994.0,1,2,0.5,0.0,1.0,1.0,13,39215.0
6912,116.192392,39.778845000000004,1111056093957,20160624,4,235.0,88.0,3.0,1,1,1.0,18,4.0,2012.0,2,6,0.5,1.0,0.0,0.0,5,41551.0
205225,116.40718700000001,39.896458,1111027380639,20160226,40,253.0,48.64,2.0,1,1,1.0,6,4.0,1990.0,3,4,0.25,0.0,1.0,1.0,1,77274.0
5394,116.47206399999999,39.887679999999996,1111027378492,20160815,107,279.5,66.41,2.0,1,1,1.0,12,3.0,1997.0,4,6,0.2,1.0,1.0,1.0,7,57680.0
148560,116.382475,40.00646,1111027382471,20140212,1,415.0,100.57,3.0,1,1,1.0,14,3.0,,1,6,1.0,1.0,1.0,1.0,7,68093.0
19487,116.647356,39.896263,1111027380847,20160731,7,410.0,103.72,2.0,2,1,2.0,7,4.0,2002.0,4,2,0.5,0.0,1.0,0.0,11,47048.0
212000,116.34610900000001,39.756539000000004,1111027375859,20131109,34,145.0,52.7,2.0,1,1,1.0,6,4.0,1993.0,1,2,0.33299999999999996,0.0,1.0,1.0,4,39243.0
47763,116.329598,39.682354,1111047837492,20170111,119,330.0,74.5,2.0,1,1,1.0,20,4.0,2014.0,4,6,0.5,1.0,0.0,1.0,4,44061.0
6364,116.42097,39.872978,1111027377770,20160810,29,430.0,73.45,3.0,1,1,1.0,6,4.0,1990.0,3,2,0.33299999999999996,0.0,1.0,1.0,1,79938.0
209349,116.45781399999998,39.770511,1111027380884,20121022,0,150.0,120.97,3.0,1,1,1.0,6,4.0,2002.0,1,4,0.5,0.0,1.0,0.0,4,38959.0
41970,116.479409,39.929394,1111027378367,20170106,38,283.0,50.89,1.0,0,0,1.0,20,1.0,2004.0,4,6,0.086,1.0,1.0,1.0,7,59307.0
173476,116.48154,39.918388,1111027381647,20150925,16,462.0,105.66,2.0,1,1,2.0,30,1.0,2002.0,4,6,0.375,1.0,1.0,1.0,7,77310.0
12321,116.448071,39.927608,1111027376600,20160707,76,618.0,129.0,2.0,1,1,2.0,11,1.0,2005.0,4,6,0.2,1.0,1.0,1.0,7,57991.0
127496,116.38024899999999,40.00708,1111027375453,20121209,0,280.0,80.94,1.0,1,1,1.0,21,3.0,2006.0,1,6,0.28600000000000003,1.0,0.0,1.0,7,76223.0
201856,116.448876,39.901694,1111027377312,20150521,4,395.0,89.49,2.0,1,1,1.0,19,1.0,2004.0,4,6,0.125,1.0,1.0,1.0,1,79511.0
197350,116.425954,39.939475,1111027373899,20130112,0,227.0,63.39,2.0,1,1,1.0,16,1.0,1990.0,1,6,0.25,1.0,0.0,1.0,1,97088.0
62837,116.56128899999999,39.830621,1111046548085,20170305,13,275.5,55.82,1.0,1,1,1.0,18,4.0,2013.0,4,6,0.33299999999999996,1.0,0.0,0.0,11,44200.0
195875,116.421081,39.904828,1111027381364,20120515,0,700.0,149.11,3.0,2,1,2.0,15,4.0,2006.0,1,6,0.5,1.0,0.0,1.0,1,120447.0
313129,116.403304,39.891690999999994,1111027379974,20160128,103,305.0,65.07,2.0,1,1,1.0,7,4.0,2002.0,4,6,0.33299999999999996,0.0,1.0,1.0,10,73910.0
79669,116.43088799999998,40.000522,1111027382201,20171022,125,720.0,135.6,3.0,2,1,2.0,18,1.0,1996.0,4,6,0.25,1.0,1.0,0.0,7,58188.0
109750,116.32260900000001,40.082706,1111027375049,20150708,2,209.0,76.52,2.0,1,1,1.0,7,4.0,1996.0,3,2,0.5,0.0,0.0,1.0,6,47794.0
3860,116.415598,40.004189000000004,1111027381658,20160708,41,696.0,156.46,3.0,2,1,2.0,18,4.0,1996.0,3,6,0.33299999999999996,1.0,1.0,1.0,7,53241.0
101335,116.425304,40.112553000000005,1111027378310,20130818,0,239.0,91.27,2.0,2,1,2.0,6,4.0,2004.0,1,2,0.5,0.0,1.0,0.0,6,41888.0
5537,116.504346,39.881279,1111027382607,20160827,174,441.0,86.22,2.0,2,1,1.0,6,4.0,2002.0,4,2,0.5,0.0,1.0,1.0,7,57507.0
175167,116.56053100000001,39.925155,1111027374436,20151005,24,243.0,106.57,3.0,2,1,1.0,6,4.0,1998.0,4,2,0.33299999999999996,0.0,1.0,1.0,7,49380.0
170040,116.51044099999999,39.931785,1111027376727,20150925,30,284.0,74.64,1.0,1,1,1.0,21,3.0,2008.0,4,6,0.5,1.0,1.0,1.0,7,66036.0
80661,116.541005,40.103325,1111027379566,20170909,33,345.0,73.63,2.0,1,1,1.0,6,4.0,2004.0,1,2,0.5,0.0,1.0,0.0,13,40453.0
233767,116.41429699999999,39.824593,1111027377207,20150621,0,280.0,99.06,2.0,2,1,1.0,6,4.0,2006.0,4,6,0.5,0.0,1.0,0.0,2,47814.0
116192,116.433401,40.107867,1111027378309,20160228,22,167.0,60.07,1.0,1,1,1.0,6,4.0,2003.0,3,2,0.33299999999999996,0.0,1.0,0.0,6,41055.0
268948,116.224768,39.904247999999995,1111027377889,20111028,0,150.0,118.7,3.0,1,1,1.0,6,4.0,1995.0,1,2,0.33299999999999996,0.0,1.0,0.0,9,49964.0
266973,116.320895,40.061583,1111027378128,20160319,2,730.0,143.68,3.0,2,1,2.0,10,4.0,2003.0,4,6,0.5,1.0,1.0,0.0,8,69655.0
112074,116.336897,40.062253999999996,1111027379085,20151101,1,287.0,93.99,2.0,1,1,1.0,11,4.0,2007.0,4,6,0.5,1.0,1.0,0.0,6,48886.0
149358,116.430477,40.001053000000006,1111027382199,20140511,11,362.5,102.26,2.0,1,1,1.0,24,1.0,2000.0,1,6,0.25,1.0,1.0,0.0,7,59927.0
153340,116.453797,39.961753,1111027382559,20140630,0,166.5,43.76,1.0,1,1,1.0,6,4.0,1995.0,3,4,0.25,0.0,1.0,0.0,7,67771.0
53807,116.42929299999999,39.872461,1111027374678,20170319,0,236.5,31.71,1.0,0,1,1.0,23,1.0,2005.0,3,6,0.12,1.0,0.0,1.0,2,61390.0
164802,116.52013000000001,39.936383,1111027374971,20150322,0,445.0,109.36,2.0,1,1,1.0,18,3.0,2006.0,4,6,0.5,1.0,1.0,0.0,7,70693.0
115368,116.40635,40.052459000000006,1111027377557,20160305,35,260.0,81.44,2.0,1,1,1.0,6,4.0,1998.0,4,2,0.33299999999999996,0.0,1.0,0.0,6,45724.0
202559,116.41185800000001,39.869364000000004,1111027375142,20150502,15,158.0,43.95,1.0,1,1,1.0,12,3.0,2009.0,4,6,0.25,1.0,1.0,1.0,1,67507.0
307191,116.343245,39.900529,1111027378998,20141223,1,103.5,25.52,1.0,0,1,1.0,20,1.0,2004.0,4,6,0.10300000000000001,1.0,0.0,1.0,10,92360.0
99891,116.332045,40.081334000000005,1111027377891,20130407,0,215.0,69.83,2.0,1,1,1.0,6,4.0,1996.0,1,2,0.5,0.0,1.0,0.0,6,48852.0
47696,116.233676,40.231784999999995,1111027375855,20161130,60,210.0,61.23,2.0,1,1,1.0,5,4.0,1986.0,1,2,0.33299999999999996,0.0,1.0,1.0,6,41537.0
68828,116.56016799999999,40.110054,1111027380329,20170317,12,650.0,108.32,3.0,2,1,2.0,5,4.0,1995.0,4,2,1.0,0.0,1.0,0.0,13,44446.0
79099,116.358104,40.087269,1111027378226,20170717,21,447.0,79.67,2.0,1,1,1.0,6,4.0,2004.0,4,6,0.33299999999999996,0.0,1.0,1.0,6,50663.0
103334,116.354215,40.083501,1111027378211,20150516,19,251.0,124.77,3.0,2,1,1.0,6,4.0,2003.0,3,2,0.5,0.0,1.0,0.0,6,39052.0
40781,116.478026,39.938427000000004,1111027379872,20161010,13,367.0,57.04,2.0,1,1,1.0,6,4.0,1979.0,3,2,0.33299999999999996,0.0,0.0,1.0,7,64120.0
73841,116.386269,39.888411,1111027379516,20170723,63,570.0,59.52,2.0,1,1,1.0,6,4.0,1996.0,3,2,0.33299999999999996,0.0,1.0,1.0,10,104198.0
318228,116.52403400000001,39.828866,1111040862975,20151006,0,150.0,90.27,2.0,2,1,1.0,8,4.0,2010.0,1,6,0.5,1.0,0.0,0.0,4,49524.0
94022,116.328915,40.088074,1111027374437,20120325,0,137.0,71.67,1.0,1,1,1.0,6,4.0,,1,2,0.5,0.0,0.0,1.0,6,41721.0
187720,116.457117,39.971046,1111027379247,20160225,3,252.0,56.63,2.0,1,1,1.0,6,4.0,,3,2,0.5,0.0,1.0,1.0,7,64989.0
229910,116.37544399999999,39.812496,1111045368414,20141012,4,195.0,68.5,2.0,1,1,1.0,16,4.0,2012.0,4,6,0.5,1.0,0.0,1.0,2,44374.0
280607,116.599448,40.048301,1111027378683,20141015,7,136.0,79.59,2.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,1.0,0.0,13,35730.0
56319,116.517788,39.922742,1111027374650,20170316,39,436.0,75.89,3.0,1,1,1.0,6,4.0,1986.0,1,6,0.33299999999999996,0.0,1.0,0.0,7,50492.0
205173,116.440292,39.901819,1111027382438,20151206,11,236.0,49.25,2.0,1,1,1.0,6,4.0,1980.0,3,2,0.33299999999999996,0.0,1.0,1.0,1,84208.0
238230,116.324898,39.891441,1111027379964,20160516,118,405.0,84.17,3.0,1,1,1.0,24,1.0,1991.0,3,6,0.25,1.0,1.0,1.0,2,62231.0
272982,116.210647,39.939312,1111027381804,20150201,2,700.0,212.31,4.0,2,1,2.0,23,3.0,2009.0,1,6,0.667,1.0,0.0,0.0,9,56192.0
231614,116.297776,39.84663,1111027376967,20150315,1,374.0,119.68,3.0,1,1,1.0,22,1.0,,1,6,0.25,1.0,0.0,1.0,2,48883.0
82959,116.157467,39.730412,1111045972696,20170817,41,230.0,79.3,1.0,1,1,1.0,14,,2004.0,4,6,0.28600000000000003,1.0,0.0,1.0,5,27988.0
25821,116.379856,40.085112,1111027375515,20160817,6,270.0,68.15,3.0,1,1,1.0,6,4.0,1994.0,3,2,0.5,0.0,1.0,0.0,6,55111.0
133246,116.487808,39.889853,1111027378758,20121125,0,155.5,52.12,1.0,1,1,1.0,18,1.0,1996.0,1,6,0.2,1.0,1.0,0.0,7,58444.0
32969,116.356749,39.942653,1111027379865,20160902,13,585.0,69.9,3.0,1,1,1.0,6,4.0,1987.0,3,2,0.5,0.0,0.0,1.0,10,101734.0
214503,116.33404499999999,39.757413,1111027382766,20151030,40,163.0,69.72,2.0,2,1,1.0,7,4.0,1994.0,3,2,0.5,0.0,1.0,1.0,4,39845.0
67985,116.41442099999999,40.053513,1111027378407,20170313,12,310.0,81.14,2.0,1,1,1.0,21,3.0,2007.0,4,6,0.33299999999999996,1.0,1.0,1.0,7,34875.0
